distance,nh_unif,nh_wco,filename,relative_path,source_distance,nh_unif_idx,nh_wco_val,path,cloud_bits,energy_band,dist_int,relevant_bits,sim_id,split
4.7,NH_UNIF_2,NH_WCO_0.00,4.70_011100000011111E2.fits,4.70/NH_UNIF_2/NH_WCO_0.00/4.70_011100000011111E2.fits,4.7,2.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.70/NH_UNIF_2/NH_WCO_0.00/4.70_011100000011111E2.fits,011100000011111,E2,4,0111,4.7_NH_UNIF_2_NH_WCO_0.00_0111_E2,train
4.75,NH_UNIF_2,NH_WCO_2.00,4.75_011110101011111E2.fits,4.75/NH_UNIF_2/NH_WCO_2.00/4.75_011110101011111E2.fits,4.75,2.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.75/NH_UNIF_2/NH_WCO_2.00/4.75_011110101011111E2.fits,011110101011111,E2,4,0111,4.75_NH_UNIF_2_NH_WCO_2.00_0111_E2,train
4.7,NH_UNIF_2,NH_WCO_0.00,4.70_011100100011111E2.fits,4.70/NH_UNIF_2/NH_WCO_0.00/4.70_011100100011111E2.fits,4.7,2.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.70/NH_UNIF_2/NH_WCO_0.00/4.70_011100100011111E2.fits,011100100011111,E2,4,0111,4.7_NH_UNIF_2_NH_WCO_0.00_0111_E2,train
4.85,NH_UNIF_2,NH_WCO_0.00,4.85_011100011011111E2.fits,4.85/NH_UNIF_2/NH_WCO_0.00/4.85_011100011011111E2.fits,4.85,2.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_2/NH_WCO_0.00/4.85_011100011011111E2.fits,011100011011111,E2,4,0111,4.85_NH_UNIF_2_NH_WCO_0.00_0111_E2,train
4.9,NH_UNIF_2,NH_WCO_2.00,4.90_011111010011111E2.fits,4.90/NH_UNIF_2/NH_WCO_2.00/4.90_011111010011111E2.fits,4.9,2.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.90/NH_UNIF_2/NH_WCO_2.00/4.90_011111010011111E2.fits,011111010011111,E2,4,0111,4.9_NH_UNIF_2_NH_WCO_2.00_0111_E2,train
4.85,NH_UNIF_1,NH_WCO_0.00,4.85_011101100011111E2.fits,4.85/NH_UNIF_1/NH_WCO_0.00/4.85_011101100011111E2.fits,4.85,1.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_1/NH_WCO_0.00/4.85_011101100011111E2.fits,011101100011111,E2,4,0111,4.85_NH_UNIF_1_NH_WCO_0.00_0111_E2,val
4.85,NH_UNIF_2,NH_WCO_2.00,4.85_011110101011111E2.fits,4.85/NH_UNIF_2/NH_WCO_2.00/4.85_011110101011111E2.fits,4.85,2.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_2/NH_WCO_2.00/4.85_011110101011111E2.fits,011110101011111,E2,4,0111,4.85_NH_UNIF_2_NH_WCO_2.00_0111_E2,val
4.75,NH_UNIF_1,NH_WCO_2.00,4.75_011110100011111E2.fits,4.75/NH_UNIF_1/NH_WCO_2.00/4.75_011110100011111E2.fits,4.75,1.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.75/NH_UNIF_1/NH_WCO_2.00/4.75_011110100011111E2.fits,011110100011111,E2,4,0111,4.75_NH_UNIF_1_NH_WCO_2.00_0111_E2,train
4.8,NH_UNIF_2,NH_WCO_0.00,4.80_011100100011111E2.fits,4.80/NH_UNIF_2/NH_WCO_0.00/4.80_011100100011111E2.fits,4.8,2.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_2/NH_WCO_0.00/4.80_011100100011111E2.fits,011100100011111,E2,4,0111,4.8_NH_UNIF_2_NH_WCO_0.00_0111_E2,train
4.7,NH_UNIF_1,NH_WCO_0.00,4.70_011111111011111E2.fits,4.70/NH_UNIF_1/NH_WCO_0.00/4.70_011111111011111E2.fits,4.7,1.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.70/NH_UNIF_1/NH_WCO_0.00/4.70_011111111011111E2.fits,011111111011111,E2,4,0111,4.7_NH_UNIF_1_NH_WCO_0.00_0111_E2,test
4.85,NH_UNIF_1,NH_WCO_0.00,4.85_011111001011111E2.fits,4.85/NH_UNIF_1/NH_WCO_0.00/4.85_011111001011111E2.fits,4.85,1.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_1/NH_WCO_0.00/4.85_011111001011111E2.fits,011111001011111,E2,4,0111,4.85_NH_UNIF_1_NH_WCO_0.00_0111_E2,val
4.8,NH_UNIF_1,NH_WCO_1.00,4.80_011100010011111E2.fits,4.80/NH_UNIF_1/NH_WCO_1.00/4.80_011100010011111E2.fits,4.8,1.0,1.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_1/NH_WCO_1.00/4.80_011100010011111E2.fits,011100010011111,E2,4,0111,4.8_NH_UNIF_1_NH_WCO_1.00_0111_E2,train
4.85,NH_UNIF_1,NH_WCO_0.00,4.85_011110101011111E2.fits,4.85/NH_UNIF_1/NH_WCO_0.00/4.85_011110101011111E2.fits,4.85,1.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_1/NH_WCO_0.00/4.85_011110101011111E2.fits,011110101011111,E2,4,0111,4.85_NH_UNIF_1_NH_WCO_0.00_0111_E2,val
4.85,NH_UNIF_2,NH_WCO_2.00,4.85_011101001011111E2.fits,4.85/NH_UNIF_2/NH_WCO_2.00/4.85_011101001011111E2.fits,4.85,2.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_2/NH_WCO_2.00/4.85_011101001011111E2.fits,011101001011111,E2,4,0111,4.85_NH_UNIF_2_NH_WCO_2.00_0111_E2,val
4.8,NH_UNIF_1,NH_WCO_2.00,4.80_011100100011111E2.fits,4.80/NH_UNIF_1/NH_WCO_2.00/4.80_011100100011111E2.fits,4.8,1.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_1/NH_WCO_2.00/4.80_011100100011111E2.fits,011100100011111,E2,4,0111,4.8_NH_UNIF_1_NH_WCO_2.00_0111_E2,train
4.8,NH_UNIF_2,NH_WCO_0.00,4.80_011111001011111E2.fits,4.80/NH_UNIF_2/NH_WCO_0.00/4.80_011111001011111E2.fits,4.8,2.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_2/NH_WCO_0.00/4.80_011111001011111E2.fits,011111001011111,E2,4,0111,4.8_NH_UNIF_2_NH_WCO_0.00_0111_E2,train
4.9,NH_UNIF_1,NH_WCO_0.00,4.90_011110111011111E2.fits,4.90/NH_UNIF_1/NH_WCO_0.00/4.90_011110111011111E2.fits,4.9,1.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.90/NH_UNIF_1/NH_WCO_0.00/4.90_011110111011111E2.fits,011110111011111,E2,4,0111,4.9_NH_UNIF_1_NH_WCO_0.00_0111_E2,train
4.85,NH_UNIF_1,NH_WCO_0.00,4.85_011110111011111E2.fits,4.85/NH_UNIF_1/NH_WCO_0.00/4.85_011110111011111E2.fits,4.85,1.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_1/NH_WCO_0.00/4.85_011110111011111E2.fits,011110111011111,E2,4,0111,4.85_NH_UNIF_1_NH_WCO_0.00_0111_E2,val
4.85,NH_UNIF_1,NH_WCO_0.00,4.85_011111101011111E2.fits,4.85/NH_UNIF_1/NH_WCO_0.00/4.85_011111101011111E2.fits,4.85,1.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_1/NH_WCO_0.00/4.85_011111101011111E2.fits,011111101011111,E2,4,0111,4.85_NH_UNIF_1_NH_WCO_0.00_0111_E2,val
4.8,NH_UNIF_0,NH_WCO_0.00,4.80_011111001011111E2.fits,4.80/NH_UNIF_0/NH_WCO_0.00/4.80_011111001011111E2.fits,4.8,0.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_0/NH_WCO_0.00/4.80_011111001011111E2.fits,011111001011111,E2,4,0111,4.8_NH_UNIF_0_NH_WCO_0.00_0111_E2,train
4.7,NH_UNIF_0,NH_WCO_0.00,4.70_011101000011111E2.fits,4.70/NH_UNIF_0/NH_WCO_0.00/4.70_011101000011111E2.fits,4.7,0.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.70/NH_UNIF_0/NH_WCO_0.00/4.70_011101000011111E2.fits,011101000011111,E2,4,0111,4.7_NH_UNIF_0_NH_WCO_0.00_0111_E2,train
4.7,NH_UNIF_0,NH_WCO_0.00,4.70_011101111011111E2.fits,4.70/NH_UNIF_0/NH_WCO_0.00/4.70_011101111011111E2.fits,4.7,0.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.70/NH_UNIF_0/NH_WCO_0.00/4.70_011101111011111E2.fits,011101111011111,E2,4,0111,4.7_NH_UNIF_0_NH_WCO_0.00_0111_E2,train
4.9,NH_UNIF_1,NH_WCO_2.00,4.90_011111111011111E2.fits,4.90/NH_UNIF_1/NH_WCO_2.00/4.90_011111111011111E2.fits,4.9,1.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.90/NH_UNIF_1/NH_WCO_2.00/4.90_011111111011111E2.fits,011111111011111,E2,4,0111,4.9_NH_UNIF_1_NH_WCO_2.00_0111_E2,train
4.9,NH_UNIF_2,NH_WCO_2.00,4.90_011100110011111E2.fits,4.90/NH_UNIF_2/NH_WCO_2.00/4.90_011100110011111E2.fits,4.9,2.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.90/NH_UNIF_2/NH_WCO_2.00/4.90_011100110011111E2.fits,011100110011111,E2,4,0111,4.9_NH_UNIF_2_NH_WCO_2.00_0111_E2,train
4.7,NH_UNIF_2,NH_WCO_0.00,4.70_011101011011111E2.fits,4.70/NH_UNIF_2/NH_WCO_0.00/4.70_011101011011111E2.fits,4.7,2.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.70/NH_UNIF_2/NH_WCO_0.00/4.70_011101011011111E2.fits,011101011011111,E2,4,0111,4.7_NH_UNIF_2_NH_WCO_0.00_0111_E2,train
4.85,NH_UNIF_1,NH_WCO_2.00,4.85_011111110011111E2.fits,4.85/NH_UNIF_1/NH_WCO_2.00/4.85_011111110011111E2.fits,4.85,1.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_1/NH_WCO_2.00/4.85_011111110011111E2.fits,011111110011111,E2,4,0111,4.85_NH_UNIF_1_NH_WCO_2.00_0111_E2,train
4.7,NH_UNIF_2,NH_WCO_2.00,4.70_011101000011111E2.fits,4.70/NH_UNIF_2/NH_WCO_2.00/4.70_011101000011111E2.fits,4.7,2.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.70/NH_UNIF_2/NH_WCO_2.00/4.70_011101000011111E2.fits,011101000011111,E2,4,0111,4.7_NH_UNIF_2_NH_WCO_2.00_0111_E2,val
4.8,NH_UNIF_1,NH_WCO_1.00,4.80_011100000011111E2.fits,4.80/NH_UNIF_1/NH_WCO_1.00/4.80_011100000011111E2.fits,4.8,1.0,1.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_1/NH_WCO_1.00/4.80_011100000011111E2.fits,011100000011111,E2,4,0111,4.8_NH_UNIF_1_NH_WCO_1.00_0111_E2,train
4.8,NH_UNIF_2,NH_WCO_1.00,4.80_011111101011111E2.fits,4.80/NH_UNIF_2/NH_WCO_1.00/4.80_011111101011111E2.fits,4.8,2.0,1.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_2/NH_WCO_1.00/4.80_011111101011111E2.fits,011111101011111,E2,4,0111,4.8_NH_UNIF_2_NH_WCO_1.00_0111_E2,val
4.9,NH_UNIF_1,NH_WCO_0.00,4.90_011110010011111E2.fits,4.90/NH_UNIF_1/NH_WCO_0.00/4.90_011110010011111E2.fits,4.9,1.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.90/NH_UNIF_1/NH_WCO_0.00/4.90_011110010011111E2.fits,011110010011111,E2,4,0111,4.9_NH_UNIF_1_NH_WCO_0.00_0111_E2,train
4.75,NH_UNIF_2,NH_WCO_2.00,4.75_011100001011111E2.fits,4.75/NH_UNIF_2/NH_WCO_2.00/4.75_011100001011111E2.fits,4.75,2.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.75/NH_UNIF_2/NH_WCO_2.00/4.75_011100001011111E2.fits,011100001011111,E2,4,0111,4.75_NH_UNIF_2_NH_WCO_2.00_0111_E2,train
4.75,NH_UNIF_1,NH_WCO_2.00,4.75_011101100011111E2.fits,4.75/NH_UNIF_1/NH_WCO_2.00/4.75_011101100011111E2.fits,4.75,1.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.75/NH_UNIF_1/NH_WCO_2.00/4.75_011101100011111E2.fits,011101100011111,E2,4,0111,4.75_NH_UNIF_1_NH_WCO_2.00_0111_E2,train
4.75,NH_UNIF_1,NH_WCO_0.00,4.75_011111110011111E2.fits,4.75/NH_UNIF_1/NH_WCO_0.00/4.75_011111110011111E2.fits,4.75,1.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.75/NH_UNIF_1/NH_WCO_0.00/4.75_011111110011111E2.fits,011111110011111,E2,4,0111,4.75_NH_UNIF_1_NH_WCO_0.00_0111_E2,train
4.8,NH_UNIF_0,NH_WCO_0.00,4.80_100010010011111E2.fits,4.80/NH_UNIF_0/NH_WCO_0.00/4.80_100010010011111E2.fits,4.8,0.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_0/NH_WCO_0.00/4.80_100010010011111E2.fits,100010010011111,E2,4,1000,4.8_NH_UNIF_0_NH_WCO_0.00_1000_E2,train
4.85,NH_UNIF_1,NH_WCO_1.00,4.85_100010000011111E2.fits,4.85/NH_UNIF_1/NH_WCO_1.00/4.85_100010000011111E2.fits,4.85,1.0,1.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_1/NH_WCO_1.00/4.85_100010000011111E2.fits,100010000011111,E2,4,1000,4.85_NH_UNIF_1_NH_WCO_1.00_1000_E2,train
4.85,NH_UNIF_2,NH_WCO_2.00,4.85_100000111011111E2.fits,4.85/NH_UNIF_2/NH_WCO_2.00/4.85_100000111011111E2.fits,4.85,2.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_2/NH_WCO_2.00/4.85_100000111011111E2.fits,100000111011111,E2,4,1000,4.85_NH_UNIF_2_NH_WCO_2.00_1000_E2,train
4.8,NH_UNIF_1,NH_WCO_2.00,4.80_100011010011111E2.fits,4.80/NH_UNIF_1/NH_WCO_2.00/4.80_100011010011111E2.fits,4.8,1.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_1/NH_WCO_2.00/4.80_100011010011111E2.fits,100011010011111,E2,4,1000,4.8_NH_UNIF_1_NH_WCO_2.00_1000_E2,train
4.8,NH_UNIF_2,NH_WCO_1.00,4.80_100001000011111E2.fits,4.80/NH_UNIF_2/NH_WCO_1.00/4.80_100001000011111E2.fits,4.8,2.0,1.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_2/NH_WCO_1.00/4.80_100001000011111E2.fits,100001000011111,E2,4,1000,4.8_NH_UNIF_2_NH_WCO_1.00_1000_E2,test
4.75,NH_UNIF_2,NH_WCO_0.00,4.75_100011101011111E2.fits,4.75/NH_UNIF_2/NH_WCO_0.00/4.75_100011101011111E2.fits,4.75,2.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.75/NH_UNIF_2/NH_WCO_0.00/4.75_100011101011111E2.fits,100011101011111,E2,4,1000,4.75_NH_UNIF_2_NH_WCO_0.00_1000_E2,train
4.8,NH_UNIF_1,NH_WCO_0.00,4.80_100001100011111E2.fits,4.80/NH_UNIF_1/NH_WCO_0.00/4.80_100001100011111E2.fits,4.8,1.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_1/NH_WCO_0.00/4.80_100001100011111E2.fits,100001100011111,E2,4,1000,4.8_NH_UNIF_1_NH_WCO_0.00_1000_E2,train
4.7,NH_UNIF_0,NH_WCO_0.00,4.70_100000100011111E2.fits,4.70/NH_UNIF_0/NH_WCO_0.00/4.70_100000100011111E2.fits,4.7,0.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.70/NH_UNIF_0/NH_WCO_0.00/4.70_100000100011111E2.fits,100000100011111,E2,4,1000,4.7_NH_UNIF_0_NH_WCO_0.00_1000_E2,val
4.8,NH_UNIF_2,NH_WCO_0.00,4.80_100000100011111E2.fits,4.80/NH_UNIF_2/NH_WCO_0.00/4.80_100000100011111E2.fits,4.8,2.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_2/NH_WCO_0.00/4.80_100000100011111E2.fits,100000100011111,E2,4,1000,4.8_NH_UNIF_2_NH_WCO_0.00_1000_E2,train
4.85,NH_UNIF_1,NH_WCO_2.00,4.85_100001111011111E2.fits,4.85/NH_UNIF_1/NH_WCO_2.00/4.85_100001111011111E2.fits,4.85,1.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_1/NH_WCO_2.00/4.85_100001111011111E2.fits,100001111011111,E2,4,1000,4.85_NH_UNIF_1_NH_WCO_2.00_1000_E2,train
4.7,NH_UNIF_1,NH_WCO_1.00,4.70_100001111011111E2.fits,4.70/NH_UNIF_1/NH_WCO_1.00/4.70_100001111011111E2.fits,4.7,1.0,1.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.70/NH_UNIF_1/NH_WCO_1.00/4.70_100001111011111E2.fits,100001111011111,E2,4,1000,4.7_NH_UNIF_1_NH_WCO_1.00_1000_E2,train
4.7,NH_UNIF_1,NH_WCO_1.00,4.70_100000000011111E2.fits,4.70/NH_UNIF_1/NH_WCO_1.00/4.70_100000000011111E2.fits,4.7,1.0,1.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.70/NH_UNIF_1/NH_WCO_1.00/4.70_100000000011111E2.fits,100000000011111,E2,4,1000,4.7_NH_UNIF_1_NH_WCO_1.00_1000_E2,train
4.8,NH_UNIF_1,NH_WCO_2.00,4.80_100011110011111E2.fits,4.80/NH_UNIF_1/NH_WCO_2.00/4.80_100011110011111E2.fits,4.8,1.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_1/NH_WCO_2.00/4.80_100011110011111E2.fits,100011110011111,E2,4,1000,4.8_NH_UNIF_1_NH_WCO_2.00_1000_E2,train
4.9,NH_UNIF_1,NH_WCO_2.00,4.90_100000011011111E2.fits,4.90/NH_UNIF_1/NH_WCO_2.00/4.90_100000011011111E2.fits,4.9,1.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.90/NH_UNIF_1/NH_WCO_2.00/4.90_100000011011111E2.fits,100000011011111,E2,4,1000,4.9_NH_UNIF_1_NH_WCO_2.00_1000_E2,train
4.85,NH_UNIF_2,NH_WCO_2.00,4.85_100011010011111E2.fits,4.85/NH_UNIF_2/NH_WCO_2.00/4.85_100011010011111E2.fits,4.85,2.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_2/NH_WCO_2.00/4.85_100011010011111E2.fits,100011010011111,E2,4,1000,4.85_NH_UNIF_2_NH_WCO_2.00_1000_E2,train
4.8,NH_UNIF_1,NH_WCO_1.00,4.80_100010011011111E2.fits,4.80/NH_UNIF_1/NH_WCO_1.00/4.80_100010011011111E2.fits,4.8,1.0,1.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_1/NH_WCO_1.00/4.80_100010011011111E2.fits,100010011011111,E2,4,1000,4.8_NH_UNIF_1_NH_WCO_1.00_1000_E2,train
4.8,NH_UNIF_2,NH_WCO_2.00,4.80_100001001011111E2.fits,4.80/NH_UNIF_2/NH_WCO_2.00/4.80_100001001011111E2.fits,4.8,2.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_2/NH_WCO_2.00/4.80_100001001011111E2.fits,100001001011111,E2,4,1000,4.8_NH_UNIF_2_NH_WCO_2.00_1000_E2,train
4.9,NH_UNIF_2,NH_WCO_2.00,4.90_100010110011111E2.fits,4.90/NH_UNIF_2/NH_WCO_2.00/4.90_100010110011111E2.fits,4.9,2.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.90/NH_UNIF_2/NH_WCO_2.00/4.90_100010110011111E2.fits,100010110011111,E2,4,1000,4.9_NH_UNIF_2_NH_WCO_2.00_1000_E2,train
4.85,NH_UNIF_1,NH_WCO_2.00,4.85_100000011011111E2.fits,4.85/NH_UNIF_1/NH_WCO_2.00/4.85_100000011011111E2.fits,4.85,1.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_1/NH_WCO_2.00/4.85_100000011011111E2.fits,100000011011111,E2,4,1000,4.85_NH_UNIF_1_NH_WCO_2.00_1000_E2,train
4.8,NH_UNIF_1,NH_WCO_0.00,4.80_100010100011111E2.fits,4.80/NH_UNIF_1/NH_WCO_0.00/4.80_100010100011111E2.fits,4.8,1.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_1/NH_WCO_0.00/4.80_100010100011111E2.fits,100010100011111,E2,4,1000,4.8_NH_UNIF_1_NH_WCO_0.00_1000_E2,train
4.7,NH_UNIF_0,NH_WCO_0.00,4.70_100010110011111E2.fits,4.70/NH_UNIF_0/NH_WCO_0.00/4.70_100010110011111E2.fits,4.7,0.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.70/NH_UNIF_0/NH_WCO_0.00/4.70_100010110011111E2.fits,100010110011111,E2,4,1000,4.7_NH_UNIF_0_NH_WCO_0.00_1000_E2,val
4.9,NH_UNIF_1,NH_WCO_2.00,4.90_100011111011111E2.fits,4.90/NH_UNIF_1/NH_WCO_2.00/4.90_100011111011111E2.fits,4.9,1.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.90/NH_UNIF_1/NH_WCO_2.00/4.90_100011111011111E2.fits,100011111011111,E2,4,1000,4.9_NH_UNIF_1_NH_WCO_2.00_1000_E2,train
4.8,NH_UNIF_1,NH_WCO_2.00,4.80_100011101011111E2.fits,4.80/NH_UNIF_1/NH_WCO_2.00/4.80_100011101011111E2.fits,4.8,1.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_1/NH_WCO_2.00/4.80_100011101011111E2.fits,100011101011111,E2,4,1000,4.8_NH_UNIF_1_NH_WCO_2.00_1000_E2,train
4.9,NH_UNIF_2,NH_WCO_1.00,4.90_100000101011111E2.fits,4.90/NH_UNIF_2/NH_WCO_1.00/4.90_100000101011111E2.fits,4.9,2.0,1.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.90/NH_UNIF_2/NH_WCO_1.00/4.90_100000101011111E2.fits,100000101011111,E2,4,1000,4.9_NH_UNIF_2_NH_WCO_1.00_1000_E2,val
4.75,NH_UNIF_1,NH_WCO_0.00,4.75_100000011011111E2.fits,4.75/NH_UNIF_1/NH_WCO_0.00/4.75_100000011011111E2.fits,4.75,1.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.75/NH_UNIF_1/NH_WCO_0.00/4.75_100000011011111E2.fits,100000011011111,E2,4,1000,4.75_NH_UNIF_1_NH_WCO_0.00_1000_E2,train
4.9,NH_UNIF_1,NH_WCO_1.00,4.90_100010110011111E2.fits,4.90/NH_UNIF_1/NH_WCO_1.00/4.90_100010110011111E2.fits,4.9,1.0,1.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.90/NH_UNIF_1/NH_WCO_1.00/4.90_100010110011111E2.fits,100010110011111,E2,4,1000,4.9_NH_UNIF_1_NH_WCO_1.00_1000_E2,val
4.85,NH_UNIF_0,NH_WCO_0.00,4.85_100001001011111E2.fits,4.85/NH_UNIF_0/NH_WCO_0.00/4.85_100001001011111E2.fits,4.85,0.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_0/NH_WCO_0.00/4.85_100001001011111E2.fits,100001001011111,E2,4,1000,4.85_NH_UNIF_0_NH_WCO_0.00_1000_E2,train
4.9,NH_UNIF_2,NH_WCO_0.00,4.90_100011111011111E2.fits,4.90/NH_UNIF_2/NH_WCO_0.00/4.90_100011111011111E2.fits,4.9,2.0,0.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.90/NH_UNIF_2/NH_WCO_0.00/4.90_100011111011111E2.fits,100011111011111,E2,4,1000,4.9_NH_UNIF_2_NH_WCO_0.00_1000_E2,train
4.8,NH_UNIF_2,NH_WCO_2.00,4.80_100000110011111E2.fits,4.80/NH_UNIF_2/NH_WCO_2.00/4.80_100000110011111E2.fits,4.8,2.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_2/NH_WCO_2.00/4.80_100000110011111E2.fits,100000110011111,E2,4,1000,4.8_NH_UNIF_2_NH_WCO_2.00_1000_E2,train
4.8,NH_UNIF_1,NH_WCO_2.00,4.80_100000100011111E2.fits,4.80/NH_UNIF_1/NH_WCO_2.00/4.80_100000100011111E2.fits,4.8,1.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.80/NH_UNIF_1/NH_WCO_2.00/4.80_100000100011111E2.fits,100000100011111,E2,4,1000,4.8_NH_UNIF_1_NH_WCO_2.00_1000_E2,train
4.75,NH_UNIF_2,NH_WCO_1.00,4.75_100010011011111E2.fits,4.75/NH_UNIF_2/NH_WCO_1.00/4.75_100010011011111E2.fits,4.75,2.0,1.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.75/NH_UNIF_2/NH_WCO_1.00/4.75_100010011011111E2.fits,100010011011111,E2,4,1000,4.75_NH_UNIF_2_NH_WCO_1.00_1000_E2,train
4.7,NH_UNIF_2,NH_WCO_2.00,4.70_100000110011111E2.fits,4.70/NH_UNIF_2/NH_WCO_2.00/4.70_100000110011111E2.fits,4.7,2.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.70/NH_UNIF_2/NH_WCO_2.00/4.70_100000110011111E2.fits,100000110011111,E2,4,1000,4.7_NH_UNIF_2_NH_WCO_2.00_1000_E2,train
4.7,NH_UNIF_1,NH_WCO_2.00,4.70_100001011011111E2.fits,4.70/NH_UNIF_1/NH_WCO_2.00/4.70_100001011011111E2.fits,4.7,1.0,2.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.70/NH_UNIF_1/NH_WCO_2.00/4.70_100001011011111E2.fits,100001011011111,E2,4,1000,4.7_NH_UNIF_1_NH_WCO_2.00_1000_E2,train
4.85,NH_UNIF_1,NH_WCO_1.00,4.85_100000010011111E2.fits,4.85/NH_UNIF_1/NH_WCO_1.00/4.85_100000010011111E2.fits,4.85,1.0,1.0,/data3/efeoztaban/vND7_directories_shrunk_clouds/4.85/NH_UNIF_1/NH_WCO_1.00/4.85_100000010011111E2.fits,100000010011111,E2,4,1000,4.85_NH_UNIF_1_NH_WCO_1.00_1000_E2,train
